text,emotion
Beklemediğim puanı alınca şaşırırım.,Surprise
Kocam bana çiçek aldığında çok şaşırdım,Surprise
tweety'nin erkek olduğunu öğrenince çok şaşırdım,Surprise
Kayın pederimin seçimlerde ihanete uğraması karşısında hala şaşkınlığım devam etmektedir.,Surprise
öss de hiç beklemediğim kadar iyi bir sonuç alıp şaşırmıştım.,Surprise
Bisikletimi koyduğum yerde bulamayınca çok şaşırdım.,Surprise
Uzun zamandır görmediğim arkadaşlarım ellerinde çiçekle odama gelince çok şaşırdım.,Surprise
"geçen gün yolda giderken ""ahmet"" abiye denk geldim...
      bir de ne göreyim! yanında bir kadın vardı!
      çok samimilerdi...",Surprise
Etkilendiğim birinin mesaj atmasıydı,Surprise
bütünlemeye bıraktığım dersten geçince.,Surprise
Çok güvendiğim bir arkadaşım söylemediğim bir şeyi söylemişim gibi başkasına aktardığında çok şaşırdım.,Surprise
Yurt dışında ingilizce adres sorarken karşımdakinin ben türkçe biliyorum demesine çok şaşırdım.,Surprise
Beklemediğim bir yerde beklemediğim insanları görünce şaşırıyorum.,Surprise
Aldığım iyi notlara bazen şaşırıyorum,Surprise
Beşiktaş olmadık zamanlarda yenilince şaşırıyorum,Surprise
Eski sevgilimi daha güzelleşmiş görünce.,Surprise
Zamanın büyüklerimizin söylediği kadar hızlı geçtiğini kendim de fark edince çok şaşırdım.,Surprise
Okuduğum kitabın filmini çektiklerini görünce çok şaşırdım.,Surprise
Güneş enerjisi ile çalışan ekipmanı gördüğümde çok şaşırdım.,Surprise
Öğrenim kredi borcumun silinmesi beni çok şaşırtır.,Surprise
mezun olmama bir dönem daha var diye çalışmam gereken dersleri araştırırken üniversiteden mezun olduğumu duyunca hayretler içinde kalmıştım,Surprise
Kızların ya da erkeklerin olmadık kişilerle çıkmaları beni şaşırtır.,Surprise
Annemin davranışlarına şaşırırım.,Surprise
Mimari yapıları görünce şaşırırım.,Surprise
GECENİN BİR YARISI BİNAYI SU  BASTIĞINI GÖRÜNCE  HAYRETLER İÇİNDE KALMIŞTIM,Surprise
Yıllar önce birlikte çalıştığım iş arkadaşımın beni bulması.,Surprise
Birbiriyle uzaktan yakından alakası olmayan iki arkadaşım sevgili olduklarında gerçekten şaşırmıştım.,Surprise
Sürpriz yapıp eve gittiğimde annem şaşkınlıktan ağladı.,Surprise
"Bana sürpriz doğum günü kutlaması organize ettiklerinde, hiç tahmin etmediğim insanları birden bire karşımda görünce çok şaşırmıştım.",Surprise
bindiğim otobüsün başka yere gittiğini görünce çok şaşırdım,Surprise
Altı yaşındaki yeğenim en sevdiğim ingilizce şarkıyı söyleyince şaşkınlık içinde kaldım.,Surprise
Eşimle ilk buluşmamızda hediyesini görünce çok şaşırdım .,Surprise
Doktoramı başarıyla bitirdiğimi öğrenince babam çok sevinmişti ve ben onun bu şekilde sevinmesine çok şaşırmıştım.,Surprise
Çok çalıştığım dersten kaldığımı görünce şaşırdım.,Surprise
Tff'nin koreografi kartonlarına yanıcı madde diye izin vermesine çok şaşırdım.,Surprise
istediğim gömleği hemen bulunca çok şaşırdım,Surprise
Çok güvendiğim arkadaşımdan kazık yediğimde çok şaşırdım.,Surprise
ailemin yurduma gelip bana sürpriz yapması baya şaşırtıcıydı,Surprise
"Yüksek beklediğim sınavlardan düşük alınca üzülmekten çok şaşırıyorum, prensip olarak üzülmeye karşıyım.",Surprise
Onu birden karşımda görünce çok duygulandım.,Surprise
"Bir sabah  çok sevdiğim arkadaşım ""nazlı'yı"" karşımda görünce çok şaşırdım.",Surprise
İlk deniz gördüğümde çok şaşırdım.,Surprise
"Arkadaşımın kızı sevincini anlatırken ( ben sevmedim, bayıldım bayıldım ) değişi çok hoştu..",Surprise
Arkadaşlarımın doğada parkurun sonuna saklanıp birden topluca karşıma çıkmalarına çok şaşırdım.,Surprise
Erdoğan'ın yaptığı tüm icraatlara şaşıp kalıyorum.,Surprise
ingiltere'de bizi opera bileti satarken kazıklayan Arnavuttan paramızı geri alabilince çok şaşırdım.,Surprise
Yirmi küsür yıldır görmediğim amcamı mecburen gördüğümde hayalet görmüş gibi şaşırdım.,Surprise
"İzmir'de ""kentkart"" sisteminin çökmesiyle bedava ulaşım olmasına çok şaşırdım.",Surprise
yurt dışında yaşayan Arkadaşımın beni görmek için Ankara'ya geldiğini duyunca çok şaşırmıştım!,Surprise
Babamın kalbinden sorunu öğrendiğim zaman çok şaşırdım.,Surprise
Bebeğimin ilk hareketlerini hissedince çok şaşırdım.çok güzeldi,Surprise
Yaşlılara saygısı olmayanlar beni çok şaşırtıyor.,Surprise
Sevinç ve gözyaşı çok duygusalımdır,Surprise
Çok yakın bir arkadaşımın (ki kız kardeşim olmadığı için onu kız kardeş yerine koymuştum) ortak bir arkadaşımıza olan kızgınlığını benden çıkarmasına çok şaşırmıştım.,Surprise
Gezi olayları beni çok şaşırttı.,Surprise
Siyasilerin yaptığı her şey ...yok artık. yuh dediğin onlarca davranış  ve kararlar. sen çık imamı ateşe yap. 6.000 TL maaşla tercüman tut ona. eşine 12.000 tl maaşla hafize olarak elçiliğe ata. yuh artık. 3-5 dil bilen adamlarda işsiz gezsin..,Surprise
Buluşma saatini yanlış anlayan arkadaşım neredesin diye aradığında,Surprise
"çocukken evden kaçtığımda, annemin beni hep bulmasına çok şaşırırdım.",Surprise
Arkadaşımın beni aldatmasına çok şaşırdım.,Surprise
Babamı karşımda görünce çok şaşırdım,Surprise
Çok sevdiğim birini karşımda görürsem ya da çok ilginç bir şey görürsem çok şaşırırım,Surprise
Sürekli olumsuz eleştiri aldığım müdürümün beni hakkımda olumlu şeyler söyleyerek savunmasına şaşırdım.,Surprise
inandığım insanların ikiyüzlülüğünü görünce çok şaşırdım,Surprise
Arkadaşımın kocası dışında başkasına ilgi duyduğunu anlatması beni şaşırttı.,Surprise
Meteoroloji hafta sonunda havayı karlı yağmurlu dediği halde güneşli havayı görünce şaşırdım.,Surprise
"Gülümsemelerimin çoğunun içten olmadığını, iyi hissetmediğimi fark ettiğimde gerçekten şaşırmıştım.",Surprise
Arkadaşımın bebek beklediğini duyunca çok şaşırdım.,Surprise
Aşırı sıcaklığa maruz kalıp kavrulan bitkilerin Kızımın onları çok sevmesi ile yeniden çiçek açmalarına çok şaşırdım.,Surprise
Uzun zamandır görmediğim bir arkadaşım aklımdan geçirip kısa zaman sonra karşılaşınca çok şaşırdım.,Surprise
Kaçkarlar'da yine kamp yüklü dolaşırken ıssız bir yerde toprak yolda yürürken karşıdan gelen bir arabanın durması ve içinden daha önce 1 kez karşılaştığım arkadaşın arabadan inmesi beni bayağı bir hayretler içinde bıraktı,Surprise
Umre'ye seyahat hediyesi aldığımda mutlu olup şaşırmıştım.,Surprise
Beklemediğim bir tayin çıkınca çok şaşırdım,Surprise
"bir yapay zekadan ""Artifical Intelligence"" filmindeki gibi bir Pinokyo doğsa çok şaşırırım. Ancak bunun için ""ruh"" gerek: imkansız.",Surprise
Seçtiğim dersin kaldırılması,Surprise
Uzun zamandır görmediğim ilkokul arkadaşımla sınıfta karşılaşmak,Surprise
Yeni bir kişiyle çıkamamak,Surprise
Babamın beklemediğim bir anda Ankara'da beni ziyaret etmesi,Surprise
Hazır olmadığım bir sınav öncesinde ve beklenmeyen tatil haberi,Surprise
Uzun zamandır görmediğim abimle beklemediğim bir anda karşılaşmak,Surprise
"Ankara üniversitesi fen fakültesi matematik fizik bölümünden Yüksek öğretmen okullu olarak mezun olmuş, çektiğim kura sonucu Kayseri kız ilk öğretmen okuluna tayin olmuştum. O zamanlar öğrenci hareketlerinin ve anarşinin zirve yaptığı zamanlardı. Öğretmen boykotu olmuş meğer okuldaki bir çok öğretmende O zamanki öğretmenler sendikasının tertiplediği yürüyüşe katılmışlardı. Bu yüzden soruşturmalar başlamıştı. Benim daha okuldaki öğretmenleri dahi tanıma fırsatı bulamadan kendimi bu soruşturmaları",Surprise
beni karşısında gördüğünde ne olduğunu anlamamıştı.,Surprise
yıllardır yüksek puan alamadığım sınavdan çalışmayıp girdiğimde yüksek puan aldığım zaman çok şaşırdım.,Surprise
Sürpriz bir şekilde aldığım evlenme teklifi beni şaşırtmıştı.,Surprise
beklediğimden farklı bir üniversiteyi kazandığımda şaşırmıştım,Surprise
15 yıldır görmediğim bir arkadaşımı oğlumun kursunun girişinde görünce şaşırdım.,Surprise
20 yıldır görmediğim bir lise arkadaşımı karşımda görünce çok şaşırmıştım.,Surprise
Kızımın 4 aylıkken ilk dişinin çıktığını fark edince.,Surprise
Kızımın akşam eve geldiğimde mutfağı temizlediğini görünce çok şaşırdım.,Surprise
Bana küstüğünü sandığım arkadaşım bana sarılınca hayretler içinde kaldım.,Surprise
Kızım ben gelmeden temizlik yapması beni çok şaşırttı.,Surprise
ODTÜ'den nizamiyeden geçerken kimlik görmeden ismimle hitap ederek buyurun denmesi beni çok şaşırttı.,Surprise
Eski erkek Arkadaşımın evlendiğini öğrendiğimde adeta şok oldum,Surprise
Yaptığım hesaplamalar sonucunda döküm parçanın sağlam çıkmamasına çok şaşırdım.,Surprise
Sürpriz doğum günü partim beni çok şaşırttı.,Surprise
Bazı insanlara çok şaşırıyorum.,Surprise
Askerde olan oğlumu karşımda görünce hayretler içinde kaldım.,Surprise
Son seçimlerden sonra hızlı değişim (özellikle gazetecilerdeki üslup düzelmesi) beni cidden şaşırtıyor.,Surprise
Zam yapmayı adet edinmeyen firmamızın çalışanlarına zam yapması durumunda şaşırmanın ötesinde hayrete düşmüştüm...,Surprise
Arkadaşımla aynı okula gideceğimizi öğrendiğimde çok şaşırdım,Surprise
Hiç beklemediğim kişiyi karşımda gördüğüm an,Surprise
Arkadaşımdan gül aldığım zaman.,Surprise
KPSS de Diyarbakır'a öğretmen olarak atama şansı beni çok şaşırtmıştı.,Surprise
Uzaktan gelen bir akraba veya arkadaşı görmek beni şaşırtır,Surprise
Karnemde Teşekkür belgesini görünce çok şaşırdım.,Surprise
Ders yılı sonunda Teşekkür belgesi almam beni çok şaşırttı.,Surprise
Kardeşim bana abla deyince...,Surprise
Bu anketle karşılaştığımda çok şaşırdım.,Surprise
çocukluk arkadaşımı yıllar sonra görünce şaşırdım,Surprise
O sözü söylediğinde irkildim.,Surprise
Beklemediğim birisi bana çıkma teklif ettiği zaman,Surprise
Beklemediğim anda çok sevdiğim arkadaşımı görünce şaşırdım.,Surprise
Beklemediğim bir şey olduğunda çok şaşırırım.,Surprise
Arkadaşımın sevgilisinden ayrılması beni çok şaşırttı.,Surprise
Bir kız hakkında kötü şeyler duyduğumda çok ama çok şaşırdım.,Surprise
Ahmet bana seni seviyorum derse çok şaşırırım.,Surprise
Doğum günümde hazırlanan sürpriz beni çok şaşırttı.,Surprise
uzun zaman görmediğim arkadaşımı bir an karşımda görünce çok şaşırdım.,Surprise
Sevgilimi görünce çok şaşırdım.,Surprise
Hastanede yoğun bakımda yatan babamı karşımda görünce şaşkına döndüm.,Surprise
Arkadaşımın erkek arkadaşı olduğunu öğrenmem beni şaşırttı.,Surprise
Arkadaşlık teklifi aldığımda çok şaşırdım,Surprise
Ders notlarım yüksek olduğunda  çok şaşırdım.,Surprise
Annemi okulda karşımda görünce  çok şaşırdım.,Surprise
İngilizceden 100 alırsam çok şaşırırım.,Surprise
Gelecekte hiç tahmin  edemeyeceğim yerde olursam şaşırırım.,Surprise
Sınavdan yüksek alırsam çok şaşırırım.,Surprise
hiç görmediğim teyzem geldi beni çok şaşırttı,Surprise
babam cezaevinden çıkınca şaşırdım,Surprise
"arkadaşım sürekli istediği ""Diyarbakır'a"" gitmezse çok şaşırırım",Surprise
sınavlardan yüksek not almamam beni şaşırtır,Surprise
teşekkür belgesi aldığımda çok şaşırdım,Surprise
haklı olduğumuz konuda hocamızın çalışkan öğrencileri haklı çıkarması beni şaşırtıyor,Surprise
kapımı çalan öğretmenimi görünce şaşırdım.,Surprise
birden bire ablamın bana gelip söylediği acı sözler,Surprise
vejeteryan insanlara şaşarım,Surprise
hiç ummadığım bir anda hocam aradığında çok şaşırdım,Surprise
Ailemin bana sürpriz yapması beni şaşırtıyor.,Surprise
Sevdiğimle karşılaştığımda çok şaşırdım,Surprise
Okulda imam hatip birincisi olunca çok şaşırdım.,Surprise
Arılar hakkında öğrendiğim detaylı bilgiler beni çok şaşırttı.,Surprise
Hiç ummadığım anda yurt dışında yaşayan çok sevdiğim üniversite arkadaşım yolda karşıma çıktı ve çok şaşırdım,Surprise
Başka bir şehirde olan abimi karşımda görünce şaşırdım.,Surprise
Amcamın Babamı reddetmesine çok şaşırmıştım.,Surprise
10 yıl önce halamın oğlu evden kaçtı. on yıl sonra gelince çok şaşırdım,Surprise
yüksek not alınca çok şaşırırım.,Surprise
hediye alsam çok şaşırırım.,Surprise
sınavdan düşük aldığımda çok şaşırdım.,Surprise
hayatta olan her güzellik beni şaşırtıyor.,Surprise
aldığım iyi notlar beni şaşırtıyor.,Surprise
askere giden abime çok şaşırmıştım.,Surprise
çıktığım kızın daha sonra yakın arkadaşımla çıkması beni şaşırttı.,Surprise
güzel bir habere şaşırırım.,Surprise
öğretmenler derse zamanında girince şaşırıyorum,Surprise
aklıma bir şey gelmeyince şaşırırım.,Surprise
babam aniden gelince çok şaşırdım,Surprise
hocam karne günü çok güzel olmuştu çok şaşırdım.,Surprise
sevgilimle görmeden bir ay çıktım. onu ilk gördüğüm an çok şaşırdım.,Surprise
uzun zamandır görmediğim arkadaşımı görünce çok şaşırdım.,Surprise
Kaşlarım ilk alındığında çok şaşırdım,Surprise
Savunduğum şeyin yanlış olduğunu fark ettiğim zaman çok şaşırdım.,Surprise
insanların benim boksör olduğuma inanmak istememelerine.,Surprise
Daha önce hiç görmediğim birini rüyamda görüp 1 sene sonra aynı kişiyle karşılaşınca çok şaşırdım.,Surprise
Ailece tatile gideceğimizi duyunca şaşırdım.,Surprise
Ablamı görünce çok şaşırdım.,Surprise
Üniversitedeki abimi karşımda görünce çok şaşırdım.,Surprise
Sınavdan 5 alınca çok şaşırdım.,Surprise
Ablamı beklemediğim bir anda karşımda görünce çok şaşırdım.,Surprise
Onur belgesi aldığımda şaşırdım.,Surprise
Üniversite tercihlerinde gelmez dediğim tercihimin gelmesi,Surprise
Aylardır görmediğim sevdiğim saydığım canım kadar değerli olan dostumu bir akşam üzeri ansızın kapıma gelmesi beni çok şaşırtmıştı.,Surprise
oğlumun evde yalnız kalmasına şaşırdım.,Surprise
oğlumun on aylıkken yürümesine şaşırmıştım.,Surprise
üniversite sınavında mühendislik gelmeyince şaşırmıştım,Surprise
üniversite sınavında tercihlerimin çoğunu öğretmenlik ve bunun yanında sadece ziraat mühendisliği olarak yaptım. Ziraat mühendisliği kazandığımı öğrenince çok şaşırdım.,Surprise
Yılbaşı günü arkadaşımın yaptığı sürprize çok şaşırdım.,Surprise
Doğum günü sürprizimi görünce çok şaşırdım.,Surprise
babamı kaybettiğime üzülürken bana yüklü bir borç bırakması,Surprise
babam bana kedi alınca çok şaşırmıştım,Surprise
yakın dostumun sürpriz ziyareti hem sevinmeme hem de şaşırmama neden oldu.,Surprise
ikiz bebeklerim olacağını duyduğumda çok şaşırdım.,Surprise
buz gibi suda yüzmeyen biri olarak geçen yaz bol bol suya girmeme şaşırdım,Surprise
oğlumun uğruna benim için kıyasıya tartıştığı bir konuyu sonrasında ılımlı bir şekilde tatlıya bağlaması,Surprise
şaşıracağım tek şey herhangi bir insana yalakalık yapmam olur.,Surprise
okul dışında bir kadın Buradan kalkar mısınız? diye sorup elimizdeki sigaraları çirkin bir biçimde başka yerde içmemizi söylediğinde çok şaşırdım.,Surprise
"çağdaş, uluslararası alanda saygın bir Türkiye.",Surprise
konuşmayan annemin konuşması,Surprise
annemler bana telefon alınca çok şaşırdım.,Surprise
Oğlum bilimsel olarak tasarladığı projeyi bana anlattığında çok şaşırdım ve gurur duydum.,Surprise
çok kilolu arkadaşımın zayıflamış halini görünce onu tanıyamadım çok şaşırdım.,Surprise
çocuğumun karnesini kötü görünce çok şaşırdım.,Surprise
kızım bize hediye olarak televizyon alıp onu kargo ile gönderdiğinde şaşırmıştım.,Surprise
milli piyango çıkınca çok şaşırdım.,Surprise
Beklenmedik insanlardan beklenmedik tavır ve davranışlara şaşırıyorum.,Surprise
beklemediğim birini görünce afallarım.,Surprise
okula tayinim çıktığında çok şaşırdım.,Surprise
hiç beklemediğim bir yerden bana miras kaldığını öğrendiğimde çok şaşırdım.,Surprise
bebeğim ölü doğduğunda insanlar üzülürken ben o kadar güçlüydüm ki hala kendime şaşıyorum.,Surprise
yaşadığım dünyada savaşlar biterse insanca yaşanırsa şaşırırım.,Surprise
bu güne kadar hiç yapmadığım bir davranış nedeniyle kendime şaşırırım bazen.,Surprise
hayatın acımasızlığına hayret ediyorum.,Surprise
milli piyango bana çıkarsa baya şaşırırım.,Surprise
eşimi kapıda elinde çiçekle görünce şaşırdım.,Surprise
"güvendiğim bir arkadaşa borç para verdim, geri vermemesi beni şaşırttı.",Surprise
Yurt dışında olan abim haber vermeden gelip kapıyı çaldığında şok oldum.,Surprise
Arkadaşlarım doğum günüm için sürpriz yaptığında şok oldum.,Surprise
yurt dışındaki kuzenimi karşımda görünce gözlerime inanamadım.,Surprise
yaşıtım sandığım birinin gerçek yaşını öğrenince hayrete düştüm.,Surprise
istanbul'da yaşayan yeğenimi okul koridorunda birdenbire karşımda görünce büyük şaşkınlık yaşadım.,Surprise
sınavdan yüksek alıp sınıfta kalınca afalladım.,Surprise
tweety'nin erkek olduğunu duyunca şok oldum.,Surprise
hocamız aniden ölünce çok şaşırdım.,Surprise
ortaokula giderken babamın bana basketbol topu alması beni çok şaşırtmıştı. çünkü oynamayacağını söylemişti.,Surprise
eski bir arkadaşımı görünce çok şaşırdım,Surprise
hayretler içinde kalmamın nedeni uzun süredir aramayan arkadaşımın aramasıydı.,Surprise
çocuklarım bana sürpriz yaparak tatile gönderdiklerinde çok sevindim.,Surprise
arkadaşımın 5. sınıfta sünnet olduğunu duyunca ağzım açık kaldı.,Surprise
ablamların benden habersiz aydın ziyaretlerine hayret ediyorum.,Surprise
üniversitede okuyan oğlum tatile gelemeyeceğini söylemiş ve sabah beni uykudan uyandırıp geleceğini söyleyince şaşkınlık yaşamıştım.,Surprise
çok önem verdiğim arkadaşımın arkamdan iş çevirdiğini duyunca şaşırdım.,Surprise
insanların kendi yaptıklarını görmeyip başkalarını eleştirmelerine çok şaşırıyorum.,Surprise
ikinci bebeğime hamile kaldığımı öğrenince çok şaşırdım.,Surprise
Allah'tan istediğim her şeyin olması beni çok şaşırtıyor ve duygulandırıyor.,Surprise
iş arkadaşımın yapmadığım bir şeyi yaptığımı iddia etmesine şaşırdım kaldım.,Surprise
karne ortalamasında sınıfta birinci olacağımı hiç tahmin etmezdim ama öğretmen sınıfta benim birinci olduğumu söyleyince çok şaşırdım.,Surprise
oğlan kardeşim cemiyetime gelemeyecekti ama ben onu bir anda karşımda görünce çok şaşırdım.,Surprise
"oğlumun başarılı bir öğrenci olduğunu biliyorum. Bir sınavında 35 puan almıştı, ona çok şaşırdım.",Surprise
sınav sonuçları erken açıklanınca çok şaşırdım.,Surprise
karşımdaki insanlardan olumsuz davranışlar beklerken olumlu davranışlarla karşılaştığımda çok şaşırıyorum.,Surprise
annemler istediğim eşyayı aldıklarında çok şaşırdım.,Surprise
bir bayramda arkadaşım bayramımı kutlamak için çiçek göndermişti ve özel bir gün olarak düşünmediğim için şaşırmıştım.,Surprise
süperloto'da beş bilmiştim ve kupona bakınca çok şaşırdım,Surprise
ben 2002 de ilk olarak devlet memuru olduğumda şaşırmıştım.,Surprise
aniden yapılan sürprizlere,Surprise
arkadaşımı yıllar sonra karşımda görünce şaşa kaldım.,Surprise
güvenimi sarsarsa bir insan şaşırırım.,Surprise
farklı fikirlerdeki insanların kavga etmeden tartışabilmesine şaşırırım.,Surprise
trafikte biri yol verirse şaşırıyorum.,Surprise
sürpriz doğum günü partisine çok şaşırdım.,Surprise
eski sevgilimi yeni sevgilisiyle görünce çok şaşırdım.,Surprise
yakın arkadaşımı karşımda görünce şaşırdım.,Surprise
başka bir şehirde yaşayan kız arkadaşımı habersizken evde görünce çok şaşırdım.,Surprise
kız kardeşim sevgilim var dediğinde çok şaşırmıştım.,Surprise
en yakın arkadaşımdan bu hareketi hiç beklemezdim.,Surprise
dünyadaki bu muazzam düzene,Surprise
açığa alınınca çok şaşırdım,Surprise
kız arkadaşım beni terk edince şaşırmıştım.,Surprise
amcam aniden ölünce,Surprise
uzun süredir görmediğim arkadaşımı görmemem gereken yerde görünce şaşırıyorum.,Surprise
çok yakışıklı biri benden hoşlanınca şaşırıyorum.,Surprise
oğlum doğduktan sonra onu ilk gördüğüm an çok şaşırmıştım.,Surprise
insanların neler yapabileceğine her seferinde çok şaşırıyorum.,Surprise
CHP'nin HDP ile koalisyon yapabilme fikrine şaşırıyorum.,Surprise
istanbul'da trafik olmadığı zaman çok şaşırıyorum.,Surprise
çocuklarımın bu kadar çabuk büyümesi,Surprise
baktırdığım falım çıkınca çok şaşırmıştım.,Surprise
ilginç bir vaka geldiği zaman şaşırırım.,Surprise
"eski sevgilim borçlarımı öderse, babam bana ev alırsa, şimdiki hayatım değişirse",Surprise
yeni doğan yeğenimin minicik parmaklarını görünce çok şaşırmıştım.,Surprise
sevgilim kapıma gül döktüğünde çok şaşırmıştım. Sudan çıkmış balığa döndüm.,Surprise
sevgilim askerden söylediği günden önce gelince inanılmaz şaşırmıştım.,Surprise
yıllar sonra annemi karşımda görünce hayretler içinde kaldım.,Surprise
geçen ay kemeraltı'nda dayımın kızı ve damadıyla karşılaştık. kendisi İzmit'te yaşıyor. Burada karşılaşmak büyük sürpriz oldu.,Surprise
oğlumun on sekiz yaşı cümlesi kurması beni çok şaşırtıyor.,Surprise
patronum bana akşam yemeği teklif edince şaşırdım.,Surprise
"insanların yaptıklarını görünce çok şaşırıyorum. Hatta bazen kendi yaptığıma da. Yalan söyleyip kendi yalanlarını hayat felsefesi haline getiriyorlar. Vasıflarının gerektirdiğini yapmıyorlar. Nasıl bu kadar ikiyüzlü oluyorlar şaşırıyorum doğrusu. Neden herkes kendi doğrusunu kuralmış gibi savunuyor, olur da yanlış çıkabileceğine inanmıyor, diretiyor, şaşırıyorum.",Surprise
annemin altıncı yaş doğum gününde bana bisiklet almasına şaşırdım.,Surprise
kardeşimi ilk kez gördüğümde,Surprise
sürpriz doğum günü yapıldığında çok şaşırmıştım.,Surprise
iyi geçen bir sınavdan düşük alırsam şaşırırım.,Surprise
oda arkadaşımın erken kalkmasına çok şaşırdım.,Surprise
yıllar sonra en iyi arkadaşımı görünce çok şaşırdım.,Surprise
babam okula beni ziyarete geldiğinde çok şaşırdım.,Surprise
tatile gittiğimde eski bir arkadaşımı görmüştüm. Çok şaşırdım.,Surprise
2 gün önce misafirlikte elini öptüğüm adamın aniden ölmesi beni şaşırttı.,Surprise
fizikten altmış ve üstü beklerken otuz üç aldım. bu beni şaşırttı.,Surprise
matematik sınavı beklediğim sonucun üstünde geldiğinde şaştım kaldım.,Surprise
doğum gününde hediye paketinin içinden ördek çıkınca şaşırmıştım.,Surprise
bana hiçbir şey söylemeden çekip giden biri bir süre sonra yüzsüzce bana mesaj attığında çok şaşırmıştım. Hala şaşırıyorum.,Surprise
sınavımın kötü geçmesine rağmen sınav sonucunun iyi geldiğini görünce şaşırdım.,Surprise
ikinci sınıfta babam bana söylemeden bisiklet aldığında çok şaşırdım.,Surprise
aylardır şehir dışında olan abimi bir anda karşımda görünce çok şaşırmıştım.,Surprise
üniversite sınavında yüksek not almam,Surprise
alışılmadık bir davranışın gerçekleşmesine çok şaşırırım.,Surprise
askerde olan oğlumu karşımda görünce hayretler içinde kaldım.,Surprise
çok başarılı bir arkadaşım okuldan ayrıldığında şaşkınlığımı gizleyemedim,Surprise
hiç beklemediğim bir yerde bir tanıdığıma karşılaştığımda cidden çok şaşırmıştım.,Surprise
eve geldiğimde Muğla'da yaşayan teyzemi gördüğümde çok şaşırdım.,Surprise
kötü not beklediğim bir sınavda yüksek not aldığımda çok şaşırdım,Surprise
bu okulu tutturduğuma çok sevinmiştim.,Surprise
kuzenimin TEOG sınavında toplam bir yanlış yapmış olması,Surprise
iphone 6 plus'ı karşımda görmek,Surprise
gözümde büyük bir yere sahip olan insanların arkamdan konuştuğunu fark edince şaşırıp kaldım.,Surprise
"altı yıl önce çok alıştığımız evimizden birden taşınacağımızı öğrendiğimde, bu haberi beklemediğim için çok şaşırmıştım.",Surprise
babam doğum günümde playstation 4 oyun konsolu aldığında şaşırmıştım.,Surprise
bu liseye girince çok şaşırdım.,Surprise
eğer sınavım kötü geçmiş ve yüksek not almışsam,Surprise
birinci sınıf arkadaşımla lisede aynı sınıfa geldiğimizde şaşırmıştım.,Surprise
ablamın evlenme teklifi almış olması beni şaşırtıyor.,Surprise
sınıfta tek takdir belgesi alan ben olduğumda çok şaşırmıştım.,Surprise
ağabeyim YGS'den beklentimizden yüksek puan alınca şaşırdım.,Surprise
"hayatta her şey olabilir, şaşırmam.",Surprise
"düşük beklediğim sınavdan yüksek aldığımda ya da
      yüksek beklediğim sınavdan düşük aldığımda.",Surprise
bir ingilizle farkında olmadan başarılı bir sohbet gerçekleştirince şaşırdım.,Surprise
ailem ilk telefonumu aldığında çok şaşırmıştım.,Surprise
çok kötü geçen matematik sınavından yüksek aldığımda çok şaşırdım.,Surprise
arkadaşlarımın sınavlarından bekledikleri sonuçların üstünde alması beni şaşırttı.,Surprise
askerde olan oğlunu karşısında gören teyzem bir anda bayıldı. Buna çok şaşırdım.,Surprise
uzun süredir görmediğim arkadaşımı gördüğümde çok şaşırdım.,Surprise
hayal ettiğim şeylerin tesadüf eseri gerçekleşmesi,Surprise
yüksek beklediğim sınavdan kötü not aldığımda,Surprise
"düğünümde ""maroon beşin"" şarkı söylemesi",Surprise
yazılıdan düşük beklerken yüksek alınca hayretler içinde kaldım.,Surprise
kardeşim olduğunda ilk görünce çok şaşırdım.,Surprise
okulumu kazandığım an şok olmuştum.,Surprise
beni gasp eden adam mahkemede yalan söylerken ağzım açık kaldı,Surprise
tesadüfler beni şaşırtır,Surprise
hiç çalışmayan arkadaşım benden yüksek alınca şok oldum,Surprise
babam bana sürpriz yapıp en sevdiğim oyunu aldığında çok şaşırmıştım.,Surprise
annemin bir anda önüme çıkması,Surprise
düşük beklediğim notum yüksek gelince apışıp kaldım.,Surprise
güvendiğim biri yalan söyleyince çok şaşırdım,Surprise
onun bu gece askerden dönmesini beklemiyordum.,Surprise
"geçen gün arkadaşımı arayıp yanımıza gelmesini söyledim. oda olur dedi. ben nerede olduğunu sorunca, sağıma bakmamı söyledi. baktığımda çok şaşırdım",Surprise
laflarım çarpıtıldığında şaşa kalırım.,Surprise
bence en çok şaşırılacak şey insanın doğasına aykırı gelen davranışlar ya da haklarından mahrum edilen insanlar.,Surprise
bu kadar büyüdüğüme inanamıyorum.,Surprise
"bu yıl doğum günümü hem arkadaşlarımla hem de ailemle kutlamak istiyordum. Bu mümkün görünmüyordu. Çünkü perşembe günü denk geliyordu. ama sonra kar tatili olunca çok şaşırdım, istediğim olmuştu",Surprise
yüksek puanlı bir okula girdiğimde çok şaşırdım.,Surprise
abim askerde ve şu an karşıma çıkıp gelse ağzım açık kalır.,Surprise
karşıma çıkıp duygularını dökünce apışıp kaldım.,Surprise
sınavdan beklemediğim notun alınca gözlerim fal taşı gibi açıldı.,Surprise
Arkadaşım bir espriyi ilk anda anlarsa çok şaşırırım.,Surprise
başarısız bir arkadaşım en iyi liseye kazandı,Surprise
TEOG'dan bir yanlış çıkardığımda şaşakaldım.,Surprise
Şenliğe sevdiğim ünlü gelince ağzım açık kaldım.,Surprise
amerika'daki amcamı karşımda görürsem.,Surprise
